[2017-05-03 21:42:10,039] INFO: Run GoogleQuerySpellingChecker
[2017-05-03 23:45:50,863] INFO: IntersectPosition_Unigram_Median_question2_x_question1_1D (1D): corr = -0.225097
[2017-05-03 23:45:50,994] INFO: IntersectPosition_Bigram_Mean_question2_x_question1_1D (1D): corr = 0.110420
[2017-05-03 23:45:50,995] INFO: IntersectPosition_Bigram_Std_question2_x_question1_1D (1D): corr = 0.169537
[2017-05-03 23:45:50,996] INFO: IntersectPosition_Bigram_Max_question2_x_question1_1D (1D): corr = 0.152504
[2017-05-03 23:45:50,997] INFO: IntersectPosition_Bigram_Min_question2_x_question1_1D (1D): corr = 0.013650
[2017-05-03 23:45:50,998] INFO: IntersectPosition_Bigram_Median_question2_x_question1_1D (1D): corr = 0.115181
[2017-05-03 23:45:51,137] INFO: IntersectPosition_Trigram_Mean_question2_x_question1_1D (1D): corr = 0.147752
[2017-05-03 23:45:51,139] INFO: IntersectPosition_Trigram_Std_question2_x_question1_1D (1D): corr = 0.120896
[2017-05-03 23:45:51,140] INFO: IntersectPosition_Trigram_Max_question2_x_question1_1D (1D): corr = 0.153091
[2017-05-03 23:45:51,141] INFO: IntersectPosition_Trigram_Min_question2_x_question1_1D (1D): corr = 0.110193
[2017-05-03 23:45:51,142] INFO: IntersectPosition_Trigram_Median_question2_x_question1_1D (1D): corr = 0.148151
[2017-05-03 23:45:51,251] INFO: IntersectNormPosition_Unigram_Mean_question2_x_question1_1D (1D): corr = -0.131905
[2017-05-03 23:45:51,252] INFO: IntersectNormPosition_Unigram_Std_question2_x_question1_1D (1D): corr = 0.095828
[2017-05-03 23:45:51,253] INFO: IntersectNormPosition_Unigram_Max_question2_x_question1_1D (1D): corr = -0.003530
[2017-05-03 23:45:51,254] INFO: IntersectNormPosition_Unigram_Min_question2_x_question1_1D (1D): corr = -0.166725
[2017-05-03 23:45:51,255] INFO: IntersectNormPosition_Unigram_Median_question2_x_question1_1D (1D): corr = -0.094120
[2017-05-03 23:45:51,392] INFO: IntersectNormPosition_Bigram_Mean_question2_x_question1_1D (1D): corr = 0.302309
[2017-05-03 23:45:51,393] INFO: IntersectNormPosition_Bigram_Std_question2_x_question1_1D (1D): corr = 0.306435
[2017-05-03 23:45:51,394] INFO: IntersectNormPosition_Bigram_Max_question2_x_question1_1D (1D): corr = 0.366219
[2017-05-03 23:45:51,396] INFO: IntersectNormPosition_Bigram_Min_question2_x_question1_1D (1D): corr = 0.132516
[2017-05-03 23:45:51,397] INFO: IntersectNormPosition_Bigram_Median_question2_x_question1_1D (1D): corr = 0.298697
[2017-05-03 23:45:51,549] INFO: IntersectNormPosition_Trigram_Mean_question2_x_question1_1D (1D): corr = 0.258358
[2017-05-03 23:45:51,550] INFO: IntersectNormPosition_Trigram_Std_question2_x_question1_1D (1D): corr = 0.208423
[2017-05-03 23:45:51,551] INFO: IntersectNormPosition_Trigram_Max_question2_x_question1_1D (1D): corr = 0.275553
[2017-05-03 23:45:51,553] INFO: IntersectNormPosition_Trigram_Min_question2_x_question1_1D (1D): corr = 0.196411
[2017-05-03 23:45:51,554] INFO: IntersectNormPosition_Trigram_Median_question2_x_question1_1D (1D): corr = 0.257411
[2017-05-03 23:50:24,816] INFO: MatchQueryCount_question1_x_question2_1D (1D): corr = 0.090548
[2017-05-03 23:50:24,828] INFO: MatchQueryRatio_question1_x_question2_1D (1D): corr = 0.086954
[2017-05-03 23:50:24,946] INFO: LongestMatchSize_question1_x_question2_1D (1D): corr = 0.200942
[2017-05-03 23:50:25,071] INFO: LongestMatchRatio_question1_x_question2_1D (1D): corr = 0.202575
[2017-05-03 23:50:25,073] INFO: MatchQueryCount_question2_x_question1_1D (1D): corr = 0.032130
[2017-05-03 23:50:25,078] INFO: MatchQueryRatio_question2_x_question1_1D (1D): corr = 0.038935
[2017-05-03 23:50:25,204] INFO: LongestMatchSize_question2_x_question1_1D (1D): corr = 0.202461
[2017-05-03 23:50:25,330] INFO: LongestMatchRatio_question2_x_question1_1D (1D): corr = 0.201801
[2017-05-03 23:58:47,187] INFO: StatCoocTF_Unigram_Mean_question1_x_question2_1D (1D): corr = 0.286731
[2017-05-03 23:58:47,199] INFO: StatCoocTF_Unigram_Std_question1_x_question2_1D (1D): corr = -0.119572
[2017-05-03 23:58:47,201] INFO: StatCoocTF_Unigram_Max_question1_x_question2_1D (1D): corr = -0.077325
[2017-05-03 23:58:47,202] INFO: StatCoocTF_Unigram_Min_question1_x_question2_1D (1D): corr = 0.139432
[2017-05-03 23:58:47,204] INFO: StatCoocTF_Unigram_Median_question1_x_question2_1D (1D): corr = 0.341148
[2017-05-03 23:58:47,623] INFO: StatCoocTF_Bigram_Mean_question1_x_question2_1D (1D): corr = 0.316153
[2017-05-03 23:58:47,625] INFO: StatCoocTF_Bigram_Std_question1_x_question2_1D (1D): corr = 0.336149
[2017-05-03 23:58:47,626] INFO: StatCoocTF_Bigram_Max_question1_x_question2_1D (1D): corr = 0.270780
[2017-05-03 23:58:47,627] INFO: StatCoocTF_Bigram_Min_question1_x_question2_1D (1D): corr = 0.095206
[2017-05-03 23:58:47,628] INFO: StatCoocTF_Bigram_Median_question1_x_question2_1D (1D): corr = 0.182739
[2017-05-03 23:58:48,058] INFO: StatCoocTF_Trigram_Mean_question1_x_question2_1D (1D): corr = 0.234124
[2017-05-03 23:58:48,059] INFO: StatCoocTF_Trigram_Std_question1_x_question2_1D (1D): corr = 0.277308
[2017-05-03 23:58:48,060] INFO: StatCoocTF_Trigram_Max_question1_x_question2_1D (1D): corr = 0.277807
[2017-05-03 23:58:48,061] INFO: StatCoocTF_Trigram_Min_question1_x_question2_1D (1D): corr = 0.104229
[2017-05-03 23:58:48,063] INFO: StatCoocTF_Trigram_Median_question1_x_question2_1D (1D): corr = 0.127613
[2017-05-03 23:58:48,474] INFO: StatCoocTF_Unigram_Mean_question2_x_question1_1D (1D): corr = 0.283936
[2017-05-03 23:58:48,475] INFO: StatCoocTF_Unigram_Std_question2_x_question1_1D (1D): corr = -0.084026
[2017-05-03 23:58:48,476] INFO: StatCoocTF_Unigram_Max_question2_x_question1_1D (1D): corr = -0.086253
[2017-05-03 23:58:48,477] INFO: StatCoocTF_Unigram_Min_question2_x_question1_1D (1D): corr = 0.015171
[2017-05-03 23:58:48,478] INFO: StatCoocTF_Unigram_Median_question2_x_question1_1D (1D): corr = 0.346624
[2017-05-03 23:58:48,889] INFO: StatCoocTF_Bigram_Mean_question2_x_question1_1D (1D): corr = 0.303981
[2017-05-03 23:58:48,890] INFO: StatCoocTF_Bigram_Std_question2_x_question1_1D (1D): corr = 0.348618
[2017-05-03 23:58:48,892] INFO: StatCoocTF_Bigram_Max_question2_x_question1_1D (1D): corr = 0.251989
[2017-05-03 23:58:48,898] INFO: StatCoocTF_Bigram_Min_question2_x_question1_1D (1D): corr = 0.034468
[2017-05-03 23:58:48,899] INFO: StatCoocTF_Bigram_Median_question2_x_question1_1D (1D): corr = 0.206731
[2017-05-03 23:58:49,321] INFO: StatCoocTF_Trigram_Mean_question2_x_question1_1D (1D): corr = 0.220622
[2017-05-03 23:58:49,323] INFO: StatCoocTF_Trigram_Std_question2_x_question1_1D (1D): corr = 0.297507
[2017-05-03 23:58:49,324] INFO: StatCoocTF_Trigram_Max_question2_x_question1_1D (1D): corr = 0.271232
[2017-05-03 23:58:49,325] INFO: StatCoocTF_Trigram_Min_question2_x_question1_1D (1D): corr = 0.017975
[2017-05-03 23:58:49,326] INFO: StatCoocTF_Trigram_Median_question2_x_question1_1D (1D): corr = 0.131070
[2017-05-03 23:59:08,528] INFO: StatCoocTFIDF_Unigram_Mean_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-03 23:59:08,543] INFO: StatCoocTFIDF_Unigram_Std_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-03 23:59:08,545] INFO: StatCoocTFIDF_Unigram_Max_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-03 23:59:08,547] INFO: StatCoocTFIDF_Unigram_Min_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-03 23:59:08,549] INFO: StatCoocTFIDF_Unigram_Median_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-03 23:59:09,085] INFO: StatCoocTFIDF_Bigram_Mean_question1_x_question2_1D (1D): corr = 0.313269
[2017-05-03 23:59:09,087] INFO: StatCoocTFIDF_Bigram_Std_question1_x_question2_1D (1D): corr = 0.339455
[2017-05-03 23:59:09,088] INFO: StatCoocTFIDF_Bigram_Max_question1_x_question2_1D (1D): corr = 0.276995
[2017-05-03 23:59:09,090] INFO: StatCoocTFIDF_Bigram_Min_question1_x_question2_1D (1D): corr = 0.091289
[2017-05-03 23:59:09,091] INFO: StatCoocTFIDF_Bigram_Median_question1_x_question2_1D (1D): corr = 0.173800
[2017-05-03 23:59:09,617] INFO: StatCoocTFIDF_Trigram_Mean_question1_x_question2_1D (1D): corr = 0.230389
[2017-05-03 23:59:09,619] INFO: StatCoocTFIDF_Trigram_Std_question1_x_question2_1D (1D): corr = 0.274430
[2017-05-03 23:59:09,620] INFO: StatCoocTFIDF_Trigram_Max_question1_x_question2_1D (1D): corr = 0.275790
[2017-05-03 23:59:09,622] INFO: StatCoocTFIDF_Trigram_Min_question1_x_question2_1D (1D): corr = 0.102292
[2017-05-03 23:59:09,624] INFO: StatCoocTFIDF_Trigram_Median_question1_x_question2_1D (1D): corr = 0.123931
[2017-05-03 23:59:10,163] INFO: StatCoocTFIDF_Unigram_Mean_question2_x_question1_1D (1D): corr = 0.273604
[2017-05-03 23:59:10,165] INFO: StatCoocTFIDF_Unigram_Std_question2_x_question1_1D (1D): corr = 0.153472
[2017-05-03 23:59:10,166] INFO: StatCoocTFIDF_Unigram_Max_question2_x_question1_1D (1D): corr = 0.076623
[2017-05-03 23:59:10,168] INFO: StatCoocTFIDF_Unigram_Min_question2_x_question1_1D (1D): corr = 0.083035
[2017-05-03 23:59:10,169] INFO: StatCoocTFIDF_Unigram_Median_question2_x_question1_1D (1D): corr = 0.221822
[2017-05-03 23:59:10,673] INFO: StatCoocTFIDF_Bigram_Mean_question2_x_question1_1D (1D): corr = 0.303642
[2017-05-03 23:59:10,674] INFO: StatCoocTFIDF_Bigram_Std_question2_x_question1_1D (1D): corr = 0.341809
[2017-05-03 23:59:10,675] INFO: StatCoocTFIDF_Bigram_Max_question2_x_question1_1D (1D): corr = 0.255737
[2017-05-03 23:59:10,677] INFO: StatCoocTFIDF_Bigram_Min_question2_x_question1_1D (1D): corr = 0.033737
[2017-05-03 23:59:10,678] INFO: StatCoocTFIDF_Bigram_Median_question2_x_question1_1D (1D): corr = 0.191309
[2017-05-03 23:59:11,265] INFO: StatCoocTFIDF_Trigram_Mean_question2_x_question1_1D (1D): corr = 0.217633
[2017-05-03 23:59:11,267] INFO: StatCoocTFIDF_Trigram_Std_question2_x_question1_1D (1D): corr = 0.290404
[2017-05-03 23:59:11,268] INFO: StatCoocTFIDF_Trigram_Max_question2_x_question1_1D (1D): corr = 0.267558
[2017-05-03 23:59:11,269] INFO: StatCoocTFIDF_Trigram_Min_question2_x_question1_1D (1D): corr = 0.024208
[2017-05-03 23:59:11,270] INFO: StatCoocTFIDF_Trigram_Median_question2_x_question1_1D (1D): corr = 0.116315
[2017-05-04 00:10:23,043] INFO: StatCoocTFIDF_Unigram_Mean_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-04 00:10:23,060] INFO: StatCoocTFIDF_Unigram_Std_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-04 00:10:23,062] INFO: StatCoocTFIDF_Unigram_Max_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-04 00:10:23,063] INFO: StatCoocTFIDF_Unigram_Min_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-04 00:10:23,065] INFO: StatCoocTFIDF_Unigram_Median_question1_x_question2_1D (1D): corr = 0.000000
[2017-05-04 00:10:23,574] INFO: StatCoocTFIDF_Bigram_Mean_question1_x_question2_1D (1D): corr = 0.313269
[2017-05-04 00:10:23,575] INFO: StatCoocTFIDF_Bigram_Std_question1_x_question2_1D (1D): corr = 0.339455
[2017-05-04 00:10:23,576] INFO: StatCoocTFIDF_Bigram_Max_question1_x_question2_1D (1D): corr = 0.276995
[2017-05-04 00:10:23,577] INFO: StatCoocTFIDF_Bigram_Min_question1_x_question2_1D (1D): corr = 0.091289
[2017-05-04 00:10:23,579] INFO: StatCoocTFIDF_Bigram_Median_question1_x_question2_1D (1D): corr = 0.173800
[2017-05-04 00:10:24,093] INFO: StatCoocTFIDF_Trigram_Mean_question1_x_question2_1D (1D): corr = 0.230389
[2017-05-04 00:10:24,095] INFO: StatCoocTFIDF_Trigram_Std_question1_x_question2_1D (1D): corr = 0.274430
[2017-05-04 00:10:24,096] INFO: StatCoocTFIDF_Trigram_Max_question1_x_question2_1D (1D): corr = 0.275790
[2017-05-04 00:10:24,097] INFO: StatCoocTFIDF_Trigram_Min_question1_x_question2_1D (1D): corr = 0.102292
[2017-05-04 00:10:24,098] INFO: StatCoocTFIDF_Trigram_Median_question1_x_question2_1D (1D): corr = 0.123931
[2017-05-04 00:10:24,586] INFO: StatCoocTFIDF_Unigram_Mean_question2_x_question1_1D (1D): corr = 0.273604
[2017-05-04 00:10:24,587] INFO: StatCoocTFIDF_Unigram_Std_question2_x_question1_1D (1D): corr = 0.153472
[2017-05-04 00:10:24,589] INFO: StatCoocTFIDF_Unigram_Max_question2_x_question1_1D (1D): corr = 0.076623
[2017-05-04 00:10:24,590] INFO: StatCoocTFIDF_Unigram_Min_question2_x_question1_1D (1D): corr = 0.083035
[2017-05-04 00:10:24,591] INFO: StatCoocTFIDF_Unigram_Median_question2_x_question1_1D (1D): corr = 0.221822
[2017-05-04 00:10:25,116] INFO: StatCoocTFIDF_Bigram_Mean_question2_x_question1_1D (1D): corr = 0.303642
[2017-05-04 00:10:25,117] INFO: StatCoocTFIDF_Bigram_Std_question2_x_question1_1D (1D): corr = 0.341809
[2017-05-04 00:10:25,119] INFO: StatCoocTFIDF_Bigram_Max_question2_x_question1_1D (1D): corr = 0.255737
[2017-05-04 00:10:25,120] INFO: StatCoocTFIDF_Bigram_Min_question2_x_question1_1D (1D): corr = 0.033737
[2017-05-04 00:10:25,121] INFO: StatCoocTFIDF_Bigram_Median_question2_x_question1_1D (1D): corr = 0.191309
[2017-05-04 00:10:25,638] INFO: StatCoocTFIDF_Trigram_Mean_question2_x_question1_1D (1D): corr = 0.217633
[2017-05-04 00:10:25,639] INFO: StatCoocTFIDF_Trigram_Std_question2_x_question1_1D (1D): corr = 0.290404
[2017-05-04 00:10:25,640] INFO: StatCoocTFIDF_Trigram_Max_question2_x_question1_1D (1D): corr = 0.267558
[2017-05-04 00:10:25,642] INFO: StatCoocTFIDF_Trigram_Min_question2_x_question1_1D (1D): corr = 0.024208
[2017-05-04 00:10:25,643] INFO: StatCoocTFIDF_Trigram_Median_question2_x_question1_1D (1D): corr = 0.116315
[2017-05-04 00:10:37,257] INFO: CharDistribution_CosineSim_question1_x_question2_1D (1D): corr = 0.307719
[2017-05-04 00:10:37,499] INFO: CharDistribution_CosineSim_question1_x_question1_1D (1D): corr = -0.013872
[2017-05-04 00:10:37,746] INFO: CharDistribution_CosineSim_question2_x_question2_1D (1D): corr = 0.105876
[2017-05-04 00:10:37,984] INFO: CharDistribution_CosineSim_question2_x_question1_1D (1D): corr = 0.307719
[2017-05-04 00:10:38,069] INFO: CharDistribution_KL_question1_x_question2_1D (1D): corr = -0.330963
[2017-05-04 00:10:38,148] INFO: CharDistribution_KL_question1_x_question1_1D (1D): corr = 0.000000
[2017-05-04 00:10:38,234] INFO: CharDistribution_KL_question2_x_question2_1D (1D): corr = 0.000000
[2017-05-04 00:10:38,315] INFO: CharDistribution_KL_question2_x_question1_1D (1D): corr = -0.333822
[2017-05-04 00:10:39,458] INFO: TFIDF_Word_Trigram_CosineSim_question1_x_question2_1D (1D): corr = 0.283008
[2017-05-04 00:10:40,593] INFO: TFIDF_Word_Trigram_CosineSim_question1_x_question1_1D (1D): corr = 0.030076
[2017-05-04 00:10:41,793] INFO: TFIDF_Word_Trigram_CosineSim_question2_x_question2_1D (1D): corr = 0.033913
[2017-05-04 00:10:43,027] INFO: TFIDF_Word_Trigram_CosineSim_question2_x_question1_1D (1D): corr = 0.283008
[2017-05-04 00:10:44,765] INFO: TFIDF_Char_Fourgram_CosineSim_question1_x_question2_1D (1D): corr = 0.396096
[2017-05-04 00:10:46,402] INFO: TFIDF_Char_Fourgram_CosineSim_question1_x_question1_1D (1D): corr = -0.002861
[2017-05-04 00:10:48,140] INFO: TFIDF_Char_Fourgram_CosineSim_question2_x_question2_1D (1D): corr = -0.061116
[2017-05-04 00:10:49,852] INFO: TFIDF_Char_Fourgram_CosineSim_question2_x_question1_1D (1D): corr = 0.396096
[2017-05-04 00:10:50,648] INFO: LSA100_Word_Trigram_CosineSim_question1_x_question2_1D (1D): corr = 0.293577
[2017-05-04 00:10:51,194] INFO: LSA100_Word_Trigram_CosineSim_question1_x_question1_1D (1D): corr = 0.024429
[2017-05-04 00:10:51,770] INFO: LSA100_Word_Trigram_CosineSim_question2_x_question2_1D (1D): corr = 0.025301
[2017-05-04 00:10:52,433] INFO: LSA100_Word_Trigram_CosineSim_question2_x_question1_1D (1D): corr = 0.296109
[2017-05-04 00:10:54,099] INFO: LSA100_Char_Fourgram_CosineSim_question1_x_question2_1D (1D): corr = 0.383645
[2017-05-04 00:10:55,721] INFO: LSA100_Char_Fourgram_CosineSim_question1_x_question1_1D (1D): corr = -0.021956
[2017-05-04 00:10:57,332] INFO: LSA100_Char_Fourgram_CosineSim_question2_x_question2_1D (1D): corr = -0.039467
[2017-05-04 00:10:58,970] INFO: LSA100_Char_Fourgram_CosineSim_question2_x_question1_1D (1D): corr = 0.384023
[2017-05-04 00:11:51,901] INFO: CharDistribution_CosineSim_question1_x_question2_1D (1D): corr = 0.307719
[2017-05-04 00:11:52,158] INFO: CharDistribution_CosineSim_question1_x_question1_1D (1D): corr = -0.013872
[2017-05-04 00:11:52,411] INFO: CharDistribution_CosineSim_question2_x_question2_1D (1D): corr = 0.105876
[2017-05-04 00:11:52,666] INFO: CharDistribution_CosineSim_question2_x_question1_1D (1D): corr = 0.307719
[2017-05-04 00:11:52,755] INFO: CharDistribution_KL_question1_x_question2_1D (1D): corr = -0.330963
[2017-05-04 00:11:52,842] INFO: CharDistribution_KL_question1_x_question1_1D (1D): corr = 0.000000
[2017-05-04 00:11:52,931] INFO: CharDistribution_KL_question2_x_question2_1D (1D): corr = 0.000000
[2017-05-04 00:11:53,013] INFO: CharDistribution_KL_question2_x_question1_1D (1D): corr = -0.333822
[2017-05-04 00:11:54,179] INFO: TFIDF_Word_Trigram_CosineSim_question1_x_question2_1D (1D): corr = 0.283008
[2017-05-04 00:11:55,292] INFO: TFIDF_Word_Trigram_CosineSim_question1_x_question1_1D (1D): corr = 0.030076
[2017-05-04 00:11:56,529] INFO: TFIDF_Word_Trigram_CosineSim_question2_x_question2_1D (1D): corr = 0.033913
[2017-05-04 00:11:57,863] INFO: TFIDF_Word_Trigram_CosineSim_question2_x_question1_1D (1D): corr = 0.283008
[2017-05-04 00:12:00,082] INFO: TFIDF_Char_Fourgram_CosineSim_question1_x_question2_1D (1D): corr = 0.396096
[2017-05-04 00:12:02,777] INFO: TFIDF_Char_Fourgram_CosineSim_question1_x_question1_1D (1D): corr = -0.002861
[2017-05-04 00:12:06,024] INFO: TFIDF_Char_Fourgram_CosineSim_question2_x_question2_1D (1D): corr = -0.061116
[2017-05-04 00:12:07,778] INFO: TFIDF_Char_Fourgram_CosineSim_question2_x_question1_1D (1D): corr = 0.396096
[2017-05-04 00:12:08,387] INFO: LSA100_Word_Trigram_CosineSim_question1_x_question2_1D (1D): corr = 0.293577
[2017-05-04 00:12:08,953] INFO: LSA100_Word_Trigram_CosineSim_question1_x_question1_1D (1D): corr = 0.024429
[2017-05-04 00:12:09,514] INFO: LSA100_Word_Trigram_CosineSim_question2_x_question2_1D (1D): corr = 0.025301
[2017-05-04 00:12:10,326] INFO: LSA100_Word_Trigram_CosineSim_question2_x_question1_1D (1D): corr = 0.296109
[2017-05-04 00:12:12,095] INFO: LSA100_Char_Fourgram_CosineSim_question1_x_question2_1D (1D): corr = 0.383645
[2017-05-04 00:12:13,780] INFO: LSA100_Char_Fourgram_CosineSim_question1_x_question1_1D (1D): corr = -0.021956
[2017-05-04 00:12:15,569] INFO: LSA100_Char_Fourgram_CosineSim_question2_x_question2_1D (1D): corr = -0.039467
[2017-05-04 00:12:17,487] INFO: LSA100_Char_Fourgram_CosineSim_question2_x_question1_1D (1D): corr = 0.384023
[2017-05-04 00:12:35,825] INFO: TSNE_LSA100_Word_Trigram_question1_2D (1/2D): corr = 0.030515
[2017-05-04 00:12:35,845] INFO: TSNE_LSA100_Word_Trigram_question1_2D (2/2D): corr = -0.040897
[2017-05-04 00:12:42,152] INFO: TSNE_LSA100_Word_Trigram_question2_2D (1/2D): corr = -0.050805
[2017-05-04 00:12:42,153] INFO: TSNE_LSA100_Word_Trigram_question2_2D (2/2D): corr = -0.028647
[2017-05-04 00:12:49,258] INFO: TSNE_LSA100_Char_Fourgram_question1_2D (1/2D): corr = -0.031292
[2017-05-04 00:12:49,279] INFO: TSNE_LSA100_Char_Fourgram_question1_2D (2/2D): corr = 0.062849
[2017-05-04 00:12:56,186] INFO: TSNE_LSA100_Char_Fourgram_question2_2D (1/2D): corr = 0.065951
[2017-05-04 00:12:56,188] INFO: TSNE_LSA100_Char_Fourgram_question2_2D (2/2D): corr = 0.014740
[2017-05-04 00:13:02,428] INFO: TSNE_LSA100_Word_Unigram_Pair_question1_x_question2_2D (1/2D): corr = -0.045574
[2017-05-04 00:13:02,430] INFO: TSNE_LSA100_Word_Unigram_Pair_question1_x_question2_2D (2/2D): corr = -0.053371
[2017-05-04 00:13:08,916] INFO: TSNE_LSA100_Word_Unigram_Pair_question1_x_question1_2D (1/2D): corr = 0.081804
[2017-05-04 00:13:08,917] INFO: TSNE_LSA100_Word_Unigram_Pair_question1_x_question1_2D (2/2D): corr = 0.055971
[2017-05-04 00:13:15,187] INFO: TSNE_LSA100_Word_Unigram_Pair_question2_x_question2_2D (1/2D): corr = -0.094479
[2017-05-04 00:13:15,189] INFO: TSNE_LSA100_Word_Unigram_Pair_question2_x_question2_2D (2/2D): corr = 0.043086
[2017-05-04 00:13:21,442] INFO: TSNE_LSA100_Word_Unigram_Pair_question2_x_question1_2D (1/2D): corr = 0.046123
[2017-05-04 00:13:21,444] INFO: TSNE_LSA100_Word_Unigram_Pair_question2_x_question1_2D (2/2D): corr = -0.101020
[2017-05-04 00:13:27,929] INFO: TSNE_LSA100_Word_Bigram_Pair_question1_x_question2_2D (1/2D): corr = -0.038263
[2017-05-04 00:13:27,931] INFO: TSNE_LSA100_Word_Bigram_Pair_question1_x_question2_2D (2/2D): corr = -0.013521
[2017-05-04 00:13:34,195] INFO: TSNE_LSA100_Word_Bigram_Pair_question1_x_question1_2D (1/2D): corr = -0.014384
[2017-05-04 00:13:34,197] INFO: TSNE_LSA100_Word_Bigram_Pair_question1_x_question1_2D (2/2D): corr = -0.037829
[2017-05-04 00:13:40,460] INFO: TSNE_LSA100_Word_Bigram_Pair_question2_x_question2_2D (1/2D): corr = 0.007999
[2017-05-04 00:13:40,462] INFO: TSNE_LSA100_Word_Bigram_Pair_question2_x_question2_2D (2/2D): corr = -0.041400
[2017-05-04 00:13:46,744] INFO: TSNE_LSA100_Word_Bigram_Pair_question2_x_question1_2D (1/2D): corr = 0.035276
[2017-05-04 00:13:46,768] INFO: TSNE_LSA100_Word_Bigram_Pair_question2_x_question1_2D (2/2D): corr = -0.033561
