[2017-05-07 23:27:08,801] INFO: Run for basic...
[2017-05-07 23:35:15,085] INFO: Combine 170/218 feat: StatCoocTF_Bigram_Std_question2_x_question1_1D (1D) (corr = 0.33522262593623864)
[2017-05-07 23:35:15,356] INFO: Combine 171/218 feat: StatCoocTF_Trigram_Max_question1_x_question2_1D (1D) (corr = 0.2844705683295976)
[2017-05-07 23:35:15,533] INFO: Combine 172/218 feat: StatCoocTF_Trigram_Max_question2_x_question1_1D (1D) (corr = 0.28504290451471587)
[2017-05-07 23:35:15,762] INFO: Combine 173/218 feat: StatCoocTF_Trigram_Mean_question1_x_question2_1D (1D) (corr = 0.24329181452167228)
[2017-05-07 23:35:16,023] INFO: Combine 174/218 feat: StatCoocTF_Trigram_Mean_question2_x_question1_1D (1D) (corr = 0.23997968286527166)
[2017-05-07 23:35:16,211] INFO: Combine 175/218 feat: StatCoocTF_Trigram_Median_question1_x_question2_1D (1D) (corr = 0.13069491542731376)
[2017-05-07 23:35:16,465] INFO: Combine 176/218 feat: StatCoocTF_Trigram_Median_question2_x_question1_1D (1D) (corr = 0.12823174335114484)
[2017-05-07 23:35:16,728] INFO: Combine 177/218 feat: StatCoocTF_Trigram_Min_question1_x_question2_1D (1D) (corr = 0.07830849640267322)
[2017-05-07 23:35:16,963] INFO: Combine 178/218 feat: StatCoocTF_Trigram_Min_question2_x_question1_1D (1D) (corr = 0.07304682856382246)
[2017-05-07 23:35:17,202] INFO: Combine 179/218 feat: StatCoocTF_Trigram_Std_question1_x_question2_1D (1D) (corr = 0.2989061837108895)
[2017-05-07 23:35:17,437] INFO: Combine 180/218 feat: StatCoocTF_Trigram_Std_question2_x_question1_1D (1D) (corr = 0.30160837453683953)
[2017-05-07 23:35:17,684] INFO: Combine 181/218 feat: StatCoocTF_Unigram_Max_question1_x_question2_1D (1D) (corr = -0.07705149983459231)
[2017-05-07 23:35:18,065] INFO: Combine 182/218 feat: StatCoocTF_Unigram_Max_question2_x_question1_1D (1D) (corr = -0.06543761323194278)
[2017-05-07 23:35:18,303] INFO: Combine 183/218 feat: StatCoocTF_Unigram_Mean_question1_x_question2_1D (1D) (corr = 0.27304949464509454)
[2017-05-07 23:35:18,542] INFO: Combine 184/218 feat: StatCoocTF_Unigram_Mean_question2_x_question1_1D (1D) (corr = 0.28481319854443066)
[2017-05-07 23:35:18,769] INFO: Combine 185/218 feat: StatCoocTF_Unigram_Median_question1_x_question2_1D (1D) (corr = 0.32179342090828555)
[2017-05-07 23:35:18,939] INFO: Combine 186/218 feat: StatCoocTF_Unigram_Median_question2_x_question1_1D (1D) (corr = 0.33434017129660887)
[2017-05-07 23:35:19,149] INFO: Combine 187/218 feat: StatCoocTF_Unigram_Min_question1_x_question2_1D (1D) (corr = 0.1311930549992162)
[2017-05-07 23:35:19,330] INFO: Combine 188/218 feat: StatCoocTF_Unigram_Min_question2_x_question1_1D (1D) (corr = 0.11419165967426803)
[2017-05-07 23:35:19,548] INFO: Combine 189/218 feat: StatCoocTF_Unigram_Std_question1_x_question2_1D (1D) (corr = -0.09988767895301864)
[2017-05-07 23:35:19,832] INFO: Combine 190/218 feat: StatCoocTF_Unigram_Std_question2_x_question1_1D (1D) (corr = -0.08839520645443794)
[2017-05-07 23:35:20,068] INFO: Combine 191/218 feat: UniqueCount_Bigram_question1_1D (1D) (corr = -0.15306094984549581)
[2017-05-07 23:35:20,392] INFO: Combine 192/218 feat: UniqueCount_Bigram_question2_1D (1D) (corr = -0.15560582070470574)
[2017-05-07 23:35:20,667] INFO: Combine 193/218 feat: UniqueCount_Trigram_question1_1D (1D) (corr = -0.15053735889219347)
[2017-05-07 23:35:20,911] INFO: Combine 194/218 feat: UniqueCount_Trigram_question2_1D (1D) (corr = -0.1525243375491415)
[2017-05-07 23:35:21,189] INFO: Combine 195/218 feat: UniqueCount_Unigram_question1_1D (1D) (corr = -0.15094406824556897)
[2017-05-07 23:35:21,457] INFO: Combine 196/218 feat: UniqueCount_Unigram_question2_1D (1D) (corr = -0.1525577825295153)
[2017-05-07 23:35:21,676] INFO: Drop: UniqueRatio_Bigram_question1_1D (1D) (abs corr = 0.047696944120665684, < threshold = 0.05)
[2017-05-07 23:35:21,861] INFO: Combine 197/218 feat: UniqueRatio_Bigram_question2_1D (1D) (corr = 0.0535467236671763)
[2017-05-07 23:35:22,052] INFO: Drop: UniqueRatio_Trigram_question1_1D (1D) (abs corr = 0.028782025267621737, < threshold = 0.05)
[2017-05-07 23:35:22,296] INFO: Drop: UniqueRatio_Trigram_question2_1D (1D) (abs corr = 0.03249687326821264, < threshold = 0.05)
[2017-05-07 23:35:22,488] INFO: Combine 198/218 feat: UniqueRatio_Unigram_question1_1D (1D) (corr = 0.10583025688955425)
[2017-05-07 23:35:22,825] INFO: Combine 199/218 feat: UniqueRatio_Unigram_question2_1D (1D) (corr = 0.1207235483361981)
